,TRADING_DATE,DELIVERY_DATE,MEAN
0,2024-03-20,2024-06-01,60.62
1,2024-03-20,2024-05-01,60.62
2,2024-03-20,2024-04-01,60.62
3,2024-03-20,2024-03-01,60.62
4,2024-03-19,2024-03-01,60.84
5,2024-03-19,2024-04-01,60.84
6,2024-03-19,2024-05-01,60.84
7,2024-03-19,2024-06-01,60.84
8,2024-03-18,2024-03-01,61.43
9,2024-03-18,2024-04-01,61.43
10,2024-03-18,2024-05-01,61.43
11,2024-03-18,2024-06-01,61.43
12,2024-03-17,2024-05-01,59.39
13,2024-03-17,2024-03-01,59.39
14,2024-03-17,2024-04-01,59.39
15,2024-03-17,2024-06-01,59.39
16,2024-03-16,2024-03-01,59.39
17,2024-03-16,2024-04-01,59.39
18,2024-03-16,2024-05-01,59.39
19,2024-03-16,2024-06-01,59.39
20,2024-03-15,2024-03-01,59.39
21,2024-03-15,2024-04-01,59.39
22,2024-03-15,2024-05-01,59.39
23,2024-03-15,2024-06-01,59.39
24,2024-03-14,2024-03-01,58.45
25,2024-03-14,2024-04-01,58.45
26,2024-03-14,2024-05-01,58.45
27,2024-03-14,2024-06-01,58.45
28,2024-03-13,2024-03-01,56.04
29,2024-03-13,2024-04-01,56.04
30,2024-03-13,2024-05-01,56.04
31,2024-03-13,2024-06-01,56.04
32,2024-03-12,2024-04-01,56.51
33,2024-03-12,2024-03-01,56.51
34,2024-03-12,2024-05-01,56.51
35,2024-03-12,2024-06-01,56.51
36,2024-03-11,2024-04-01,56.21
37,2024-03-11,2024-05-01,56.21
38,2024-03-11,2024-06-01,56.21
39,2024-03-11,2024-03-01,56.21
40,2024-03-10,2024-03-01,58.39
41,2024-03-10,2024-04-01,58.39
42,2024-03-10,2024-05-01,58.39
43,2024-03-10,2024-06-01,58.39
44,2024-03-09,2024-03-01,58.39
45,2024-03-09,2024-04-01,58.39
46,2024-03-09,2024-05-01,58.39
47,2024-03-09,2024-06-01,58.39
48,2024-03-08,2024-06-01,58.39
49,2024-03-08,2024-03-01,58.39
50,2024-03-08,2024-04-01,58.39
51,2024-03-08,2024-05-01,58.39
52,2024-03-07,2024-04-01,59.16
53,2024-03-07,2024-05-01,59.16
54,2024-03-07,2024-06-01,59.16
55,2024-03-07,2024-03-01,59.16
56,2024-03-06,2024-05-01,59.23
57,2024-03-06,2024-02-01,59.23
58,2024-03-06,2024-03-01,59.23
59,2024-03-06,2024-04-01,59.23
60,2024-03-06,2024-06-01,59.23
61,2024-03-05,2024-02-01,60.54
62,2024-03-05,2024-03-01,60.54
63,2024-03-05,2024-04-01,60.54
64,2024-03-05,2024-05-01,60.54
65,2024-03-05,2024-06-01,60.54
66,2024-03-04,2024-03-01,57.03
67,2024-03-04,2024-02-01,57.03
68,2024-03-04,2024-06-01,57.03
69,2024-03-04,2024-05-01,57.03
70,2024-03-04,2024-04-01,57.03
71,2024-03-03,2024-06-01,56.37
72,2024-03-03,2024-04-01,56.37
73,2024-03-03,2024-03-01,56.37
74,2024-03-03,2024-02-01,56.37
75,2024-03-03,2024-05-01,56.37
76,2024-03-02,2024-05-01,56.37
77,2024-03-02,2024-03-01,56.37
78,2024-03-02,2024-02-01,56.37
79,2024-03-02,2024-04-01,56.37
80,2024-03-02,2024-06-01,56.37
81,2024-03-01,2024-04-01,56.37
82,2024-03-01,2024-02-01,56.37
83,2024-03-01,2024-03-01,56.37
84,2024-03-01,2024-06-01,56.37
85,2024-03-01,2024-05-01,56.37
86,2024-02-29,2024-03-01,56.0
87,2024-02-29,2024-02-01,56.0
88,2024-02-29,2024-06-01,56.0
89,2024-02-29,2024-05-01,56.0
90,2024-02-29,2024-04-01,56.0
91,2024-02-28,2024-06-01,57.84
92,2024-02-28,2024-04-01,57.84
93,2024-02-28,2024-03-01,57.84
94,2024-02-28,2024-02-01,57.84
95,2024-02-28,2024-05-01,57.84
96,2024-02-27,2024-05-01,55.68
97,2024-02-27,2024-03-01,55.68
98,2024-02-27,2024-02-01,55.68
99,2024-02-27,2024-04-01,55.68
100,2024-02-27,2024-06-01,55.68
101,2024-02-26,2024-04-01,53.97
102,2024-02-26,2024-02-01,53.97
103,2024-02-26,2024-03-01,53.97
104,2024-02-26,2024-06-01,53.97
105,2024-02-26,2024-05-01,53.97
106,2024-02-25,2024-03-01,52.22
107,2024-02-25,2024-02-01,52.22
108,2024-02-25,2024-06-01,52.22
109,2024-02-25,2024-05-01,52.22
110,2024-02-25,2024-04-01,52.22
111,2024-02-24,2024-06-01,52.22
112,2024-02-24,2024-04-01,52.22
113,2024-02-24,2024-03-01,52.22
114,2024-02-24,2024-02-01,52.22
115,2024-02-24,2024-05-01,52.22
116,2024-02-23,2024-05-01,52.22
117,2024-02-23,2024-03-01,52.22
118,2024-02-23,2024-02-01,52.22
119,2024-02-23,2024-04-01,52.22
120,2024-02-23,2024-06-01,52.22
121,2024-02-22,2024-04-01,52.8
122,2024-02-22,2024-02-01,52.8
123,2024-02-22,2024-03-01,52.8
124,2024-02-22,2024-05-01,52.8
125,2024-02-21,2024-05-01,54.55
126,2024-02-21,2024-03-01,54.55
127,2024-02-21,2024-02-01,54.55
128,2024-02-21,2024-04-01,54.55
129,2024-02-20,2024-05-01,54.31
130,2024-02-20,2024-04-01,54.31
131,2024-02-20,2024-03-01,54.31
132,2024-02-20,2024-02-01,54.31
133,2024-02-19,2024-02-01,53.54
134,2024-02-19,2024-05-01,53.54
135,2024-02-19,2024-04-01,53.54
136,2024-02-19,2024-03-01,53.54
137,2024-02-18,2024-03-01,57.17
138,2024-02-18,2024-02-01,57.17
139,2024-02-18,2024-05-01,57.17
140,2024-02-18,2024-04-01,57.17
141,2024-02-17,2024-04-01,57.17
142,2024-02-17,2024-02-01,57.17
143,2024-02-17,2024-03-01,57.17
144,2024-02-17,2024-05-01,57.17
145,2024-02-16,2024-05-01,57.17
146,2024-02-16,2024-03-01,57.17
147,2024-02-16,2024-02-01,57.17
148,2024-02-16,2024-04-01,57.17
149,2024-02-15,2024-03-01,57.91
150,2024-02-15,2024-02-01,57.91
151,2024-02-15,2024-05-01,57.91
152,2024-02-15,2024-04-01,57.91
153,2024-02-14,2024-02-01,56.63
154,2024-02-14,2024-04-01,56.63
155,2024-02-14,2024-03-01,56.63
156,2024-02-14,2024-05-01,56.63
157,2024-02-13,2024-05-01,56.43
158,2024-02-13,2024-04-01,56.43
159,2024-02-13,2024-03-01,56.43
160,2024-02-13,2024-02-01,56.43
161,2024-02-12,2024-03-01,56.89
162,2024-02-12,2024-02-01,56.89
163,2024-02-12,2024-05-01,56.89
164,2024-02-12,2024-04-01,56.89
165,2024-02-11,2024-05-01,58.79
166,2024-02-11,2024-04-01,58.79
167,2024-02-11,2024-03-01,58.79
168,2024-02-11,2024-02-01,58.79
169,2024-02-10,2024-05-01,58.79
170,2024-02-10,2024-04-01,58.79
171,2024-02-10,2024-03-01,58.79
172,2024-02-10,2024-02-01,58.79
173,2024-02-09,2024-04-01,58.79
174,2024-02-09,2024-03-01,58.79
175,2024-02-09,2024-02-01,58.79
176,2024-02-09,2024-05-01,58.79
177,2024-02-08,2024-05-01,60.78
178,2024-02-08,2024-02-01,60.78
179,2024-02-08,2024-03-01,60.78
180,2024-02-08,2024-04-01,60.78
181,2024-02-07,2024-05-01,62.41
182,2024-02-07,2024-02-01,62.41
183,2024-02-07,2024-03-01,62.41
184,2024-02-07,2024-04-01,62.41
185,2024-02-06,2024-05-01,63.58
186,2024-02-06,2024-02-01,63.58
187,2024-02-06,2024-03-01,63.58
188,2024-02-06,2024-04-01,63.58
189,2024-02-05,2024-05-01,62.67
190,2024-02-05,2024-02-01,62.67
191,2024-02-05,2024-03-01,62.67
192,2024-02-05,2024-04-01,62.67
193,2024-02-04,2024-05-01,63.4
194,2024-02-04,2024-01-01,63.4
195,2024-02-04,2024-02-01,63.4
196,2024-02-04,2024-03-01,63.4
197,2024-02-04,2024-04-01,63.4
198,2024-02-03,2024-05-01,63.4
199,2024-02-03,2024-01-01,63.4
200,2024-02-03,2024-02-01,63.4
201,2024-02-03,2024-03-01,63.4
202,2024-02-03,2024-04-01,63.4
203,2024-02-02,2024-05-01,63.4
204,2024-02-02,2024-01-01,63.4
205,2024-02-02,2024-02-01,63.4
206,2024-02-02,2024-03-01,63.4
207,2024-02-02,2024-04-01,63.4
208,2024-02-01,2024-05-01,62.19
209,2024-02-01,2024-01-01,62.19
210,2024-02-01,2024-02-01,62.19
211,2024-02-01,2024-03-01,62.19
212,2024-02-01,2024-04-01,62.19
213,2024-01-31,2024-05-01,64.16
214,2024-01-31,2024-01-01,64.16
215,2024-01-31,2024-02-01,64.16
216,2024-01-31,2024-03-01,64.16
217,2024-01-31,2024-04-01,64.16
218,2024-01-30,2024-05-01,63.51
219,2024-01-30,2024-01-01,63.51
220,2024-01-30,2024-02-01,63.51
221,2024-01-30,2024-03-01,63.51
222,2024-01-30,2024-04-01,63.51
223,2024-01-29,2024-05-01,61.78
224,2024-01-29,2024-01-01,61.78
225,2024-01-29,2024-02-01,61.78
226,2024-01-29,2024-03-01,61.78
227,2024-01-29,2024-04-01,61.78
228,2024-01-28,2024-05-01,63.58
229,2024-01-28,2024-01-01,63.58
230,2024-01-28,2024-02-01,63.58
231,2024-01-28,2024-03-01,63.58
232,2024-01-28,2024-04-01,63.58
233,2024-01-27,2024-02-01,63.58
234,2024-01-27,2024-01-01,63.58
235,2024-01-27,2024-03-01,63.58
236,2024-01-27,2024-04-01,63.58
237,2024-01-27,2024-05-01,63.58
238,2024-01-26,2024-01-01,63.58
239,2024-01-26,2024-04-01,63.58
240,2024-01-26,2024-02-01,63.58
241,2024-01-26,2024-03-01,63.58
242,2024-01-26,2024-05-01,63.58
243,2024-01-25,2024-03-01,63.21
244,2024-01-25,2024-01-01,63.21
245,2024-01-25,2024-02-01,63.21
246,2024-01-25,2024-04-01,63.21
247,2024-01-25,2024-05-01,63.21
248,2024-01-24,2024-03-01,65.82
249,2024-01-24,2024-02-01,65.82
250,2024-01-24,2024-01-01,65.82
251,2024-01-24,2024-04-01,65.82
252,2024-01-24,2024-05-01,65.82
253,2024-01-23,2024-05-01,63.05
254,2024-01-23,2024-04-01,63.05
255,2024-01-23,2024-03-01,63.05
256,2024-01-23,2024-02-01,63.05
257,2024-01-23,2024-01-01,63.05
258,2024-01-22,2024-04-01,62.04
259,2024-01-22,2024-03-01,62.04
260,2024-01-22,2024-02-01,62.04
261,2024-01-22,2024-01-01,62.04
262,2024-01-21,2024-04-01,63.65
263,2024-01-21,2024-03-01,63.65
264,2024-01-21,2024-02-01,63.65
265,2024-01-21,2024-01-01,63.65
266,2024-01-20,2024-02-01,63.65
267,2024-01-20,2024-01-01,63.65
268,2024-01-20,2024-04-01,63.65
269,2024-01-20,2024-03-01,63.65
270,2024-01-19,2024-03-01,63.65
271,2024-01-19,2024-02-01,63.65
272,2024-01-19,2024-01-01,63.65
273,2024-01-19,2024-04-01,63.65
274,2024-01-18,2024-04-01,63.01
275,2024-01-18,2024-01-01,63.01
276,2024-01-18,2024-02-01,63.01
277,2024-01-18,2024-03-01,63.01
278,2024-01-17,2024-04-01,63.15
279,2024-01-17,2024-01-01,63.15
280,2024-01-17,2024-02-01,63.15
281,2024-01-17,2024-03-01,63.15
282,2024-01-16,2024-04-01,65.59
283,2024-01-16,2024-01-01,65.59
284,2024-01-16,2024-02-01,65.59
285,2024-01-16,2024-03-01,65.59
286,2024-01-15,2024-04-01,67.25
287,2024-01-15,2024-01-01,67.25
288,2024-01-15,2024-02-01,67.25
289,2024-01-15,2024-03-01,67.25
290,2024-01-14,2024-04-01,67.25
291,2024-01-14,2024-01-01,67.25
292,2024-01-14,2024-02-01,67.25
293,2024-01-14,2024-03-01,67.25
294,2024-01-13,2024-04-01,65.81
295,2024-01-13,2024-01-01,65.81
296,2024-01-13,2024-02-01,65.81
297,2024-01-13,2024-03-01,65.81
298,2024-01-12,2024-04-01,65.81
299,2024-01-12,2024-01-01,65.81
300,2024-01-12,2024-02-01,65.81
301,2024-01-12,2024-03-01,65.81
302,2024-01-11,2024-04-01,67.92
303,2024-01-11,2024-01-01,67.92
304,2024-01-11,2024-02-01,67.92
305,2024-01-11,2024-03-01,67.92
306,2024-01-10,2024-04-01,69.99
307,2024-01-10,2024-01-01,69.99
308,2024-01-10,2024-02-01,69.99
309,2024-01-10,2024-03-01,69.99
310,2024-01-09,2024-04-01,71.94
311,2024-01-09,2024-01-01,71.94
312,2024-01-09,2024-02-01,71.94
313,2024-01-09,2024-03-01,71.94
314,2024-01-08,2024-04-01,72.42
315,2024-01-08,2024-01-01,72.42
316,2024-01-08,2024-02-01,72.42
317,2024-01-08,2024-03-01,72.42
318,2024-01-07,2024-02-01,76.35
319,2024-01-07,2024-03-01,76.35
320,2024-01-07,2024-01-01,76.35
321,2024-01-07,2024-04-01,76.35
322,2024-01-06,2024-03-01,76.35
323,2024-01-06,2024-04-01,76.35
324,2024-01-06,2024-02-01,76.35
325,2024-01-06,2024-01-01,76.35
326,2024-01-05,2024-02-01,76.35
327,2024-01-05,2024-04-01,76.35
328,2024-01-05,2024-03-01,76.35
329,2024-01-05,2024-01-01,76.35
330,2024-01-04,2024-01-01,75.82
331,2024-01-04,2024-04-01,75.82
332,2024-01-04,2024-02-01,75.82
333,2024-01-04,2024-03-01,75.82
334,2024-01-03,2024-04-01,77.35
335,2024-01-03,2024-03-01,77.35
336,2024-01-03,2024-02-01,77.35
337,2024-01-03,2024-01-01,77.35
338,2024-01-02,2024-02-01,75.96
339,2024-01-02,2024-01-01,75.96
340,2024-01-02,2024-04-01,75.96
341,2024-01-02,2024-03-01,75.96
342,2024-01-01,2024-02-01,80.37
343,2024-01-01,2024-03-01,80.37
344,2024-01-01,2024-04-01,80.37
345,2024-01-01,2024-01-01,80.37
346,2023-12-31,2024-01-01,80.37
347,2023-12-31,2024-04-01,80.37
348,2023-12-31,2024-02-01,80.37
349,2023-12-31,2024-03-01,80.37
350,2023-12-31,2023-12-01,77.55
351,2023-12-30,2024-03-01,80.37
352,2023-12-30,2024-04-01,80.37
353,2023-12-30,2024-01-01,80.37
354,2023-12-30,2024-02-01,80.37
355,2023-12-30,2023-12-01,77.55
356,2023-12-29,2024-04-01,80.37
357,2023-12-29,2024-03-01,80.37
358,2023-12-29,2024-02-01,80.37
359,2023-12-29,2024-01-01,80.37
360,2023-12-29,2023-12-01,77.55
361,2023-12-28,2024-04-01,80.2
362,2023-12-28,2024-03-01,80.2
363,2023-12-28,2024-02-01,80.2
364,2023-12-28,2024-01-01,80.2
365,2023-12-28,2023-12-01,77.43
366,2023-12-27,2024-04-01,79.99
367,2023-12-27,2024-03-01,79.99
368,2023-12-27,2024-02-01,79.99
369,2023-12-27,2024-01-01,79.99
370,2023-12-27,2023-12-01,77.23
371,2023-12-26,2024-04-01,78.9
372,2023-12-26,2024-03-01,78.9
373,2023-12-26,2024-02-01,78.9
374,2023-12-26,2024-01-01,78.9
375,2023-12-26,2023-12-01,76.16
376,2023-12-25,2024-04-01,78.9
377,2023-12-25,2024-03-01,78.9
378,2023-12-25,2024-02-01,78.9
379,2023-12-25,2024-01-01,78.9
380,2023-12-25,2023-12-01,76.16
381,2023-12-24,2024-04-01,78.9
382,2023-12-24,2024-03-01,78.9
383,2023-12-24,2024-02-01,78.9
384,2023-12-24,2024-01-01,78.9
385,2023-12-24,2023-12-01,76.16
386,2023-12-23,2024-01-01,78.9
387,2023-12-23,2023-12-01,76.16
388,2023-12-23,2024-03-01,78.9
389,2023-12-23,2024-02-01,78.9
390,2023-12-22,2024-03-01,78.9
391,2023-12-22,2024-02-01,78.9
392,2023-12-22,2024-01-01,78.9
393,2023-12-22,2023-12-01,76.16
394,2023-12-21,2024-03-01,77.88
395,2023-12-21,2024-02-01,77.88
396,2023-12-21,2024-01-01,77.88
397,2023-12-21,2023-12-01,75.18
398,2023-12-20,2024-03-01,75.53
399,2023-12-20,2024-02-01,75.53
400,2023-12-20,2024-01-01,75.53
401,2023-12-20,2023-12-01,72.92
402,2023-12-19,2024-03-01,71.73
403,2023-12-19,2024-02-01,71.73
404,2023-12-19,2024-01-01,71.73
405,2023-12-19,2023-12-01,69.23
406,2023-12-18,2024-03-01,72.0
407,2023-12-18,2024-02-01,72.0
408,2023-12-18,2024-01-01,72.0
409,2023-12-18,2023-12-01,69.08
410,2023-12-17,2024-03-01,69.22
411,2023-12-17,2024-02-01,69.22
412,2023-12-17,2024-01-01,69.22
413,2023-12-17,2023-12-01,66.35
414,2023-12-16,2024-03-01,69.22
415,2023-12-16,2024-02-01,69.22
416,2023-12-16,2024-01-01,69.22
417,2023-12-16,2023-12-01,66.35
418,2023-12-15,2024-03-01,69.22
419,2023-12-15,2024-02-01,69.22
420,2023-12-15,2024-01-01,69.22
421,2023-12-15,2023-12-01,66.35
422,2023-12-14,2024-03-01,69.64
423,2023-12-14,2024-02-01,69.64
424,2023-12-14,2024-01-01,69.64
425,2023-12-14,2023-12-01,66.79
426,2023-12-13,2024-03-01,71.99
427,2023-12-13,2024-02-01,71.99
428,2023-12-13,2024-01-01,71.99
429,2023-12-13,2023-12-01,68.9
430,2023-12-12,2024-03-01,71.18
431,2023-12-12,2024-02-01,71.18
432,2023-12-12,2024-01-01,71.18
433,2023-12-12,2023-12-01,68.21
434,2023-12-11,2024-02-01,70.27
435,2023-12-11,2024-01-01,70.27
436,2023-12-11,2023-12-01,67.28
437,2023-12-11,2024-03-01,70.27
438,2023-12-10,2024-03-01,71.69
439,2023-12-10,2023-12-01,68.63
440,2023-12-10,2024-01-01,71.69
441,2023-12-10,2024-02-01,71.69
442,2023-12-09,2024-03-01,71.69
443,2023-12-09,2023-12-01,68.63
444,2023-12-09,2024-01-01,71.69
445,2023-12-09,2024-02-01,71.69
446,2023-12-08,2024-03-01,71.69
447,2023-12-08,2023-12-01,68.63
448,2023-12-08,2024-01-01,71.69
449,2023-12-08,2024-02-01,71.69
450,2023-12-07,2024-03-01,72.68
451,2023-12-07,2023-12-01,69.65
452,2023-12-07,2024-01-01,72.68
453,2023-12-07,2024-02-01,72.68
454,2023-12-06,2024-03-01,71.76
455,2023-12-06,2023-12-01,68.82
456,2023-12-06,2024-01-01,71.76
457,2023-12-06,2024-02-01,71.76
458,2023-12-05,2024-03-01,71.58
459,2023-12-05,2023-11-01,68.64
460,2023-12-05,2023-12-01,68.64
461,2023-12-05,2024-01-01,71.58
462,2023-12-05,2024-02-01,71.58
463,2023-12-04,2024-03-01,73.46
464,2023-12-04,2023-11-01,70.37
465,2023-12-04,2023-12-01,70.37
466,2023-12-04,2024-01-01,73.46
467,2023-12-04,2024-02-01,73.46
468,2023-12-03,2024-03-01,75.71
469,2023-12-03,2023-11-01,72.49
470,2023-12-03,2023-12-01,72.49
471,2023-12-03,2024-01-01,75.71
472,2023-12-03,2024-02-01,75.71
473,2023-12-02,2024-03-01,75.71
474,2023-12-02,2023-11-01,72.49
475,2023-12-02,2023-12-01,72.49
476,2023-12-02,2024-01-01,75.71
477,2023-12-02,2024-02-01,75.71
478,2023-12-01,2024-03-01,75.71
479,2023-12-01,2023-11-01,72.49
480,2023-12-01,2023-12-01,72.49
481,2023-12-01,2024-01-01,75.71
482,2023-12-01,2024-02-01,75.71
483,2023-11-30,2024-03-01,74.02
484,2023-11-30,2023-11-01,70.81
485,2023-11-30,2023-12-01,70.81
486,2023-11-30,2024-01-01,74.02
487,2023-11-30,2024-02-01,74.02
488,2023-11-29,2024-03-01,74.37
489,2023-11-29,2023-11-01,71.02
490,2023-11-29,2023-12-01,71.02
491,2023-11-29,2024-01-01,74.37
492,2023-11-29,2024-02-01,74.37
493,2023-11-28,2024-03-01,76.43
494,2023-11-28,2023-11-01,72.96
495,2023-11-28,2023-12-01,72.96
496,2023-11-28,2024-01-01,76.43
497,2023-11-28,2024-02-01,76.43
498,2023-11-27,2024-01-01,77.13
499,2023-11-27,2023-12-01,73.63
500,2023-11-27,2023-11-01,73.63
501,2023-11-27,2024-03-01,77.13
502,2023-11-27,2024-02-01,77.13
503,2023-11-26,2023-12-01,76.6
504,2023-11-26,2023-11-01,76.6
505,2023-11-26,2024-03-01,80.22
506,2023-11-26,2024-02-01,80.22
507,2023-11-26,2024-01-01,80.22
508,2023-11-25,2023-11-01,76.6
509,2023-11-25,2024-03-01,80.22
510,2023-11-25,2024-02-01,80.22
511,2023-11-25,2024-01-01,80.22
512,2023-11-25,2023-12-01,76.6
513,2023-11-24,2024-02-01,80.22
514,2023-11-24,2024-01-01,80.22
515,2023-11-24,2023-12-01,76.6
516,2023-11-24,2023-11-01,76.6
517,2023-11-24,2024-03-01,80.22
518,2023-11-23,2024-01-01,80.21
519,2023-11-23,2023-12-01,76.59
520,2023-11-23,2023-11-01,76.59
521,2023-11-23,2024-03-01,80.21
522,2023-11-23,2024-02-01,80.21
523,2023-11-22,2023-12-01,75.19
524,2023-11-22,2023-11-01,75.19
525,2023-11-22,2024-02-01,78.77
526,2023-11-22,2024-01-01,78.77
527,2023-11-21,2024-01-01,78.96
528,2023-11-21,2023-12-01,75.37
529,2023-11-21,2023-11-01,75.37
530,2023-11-21,2024-02-01,78.96
531,2023-11-20,2024-02-01,80.26
532,2023-11-20,2024-01-01,80.26
533,2023-11-20,2023-12-01,76.61
534,2023-11-20,2023-11-01,76.61
535,2023-11-19,2024-02-01,80.22
536,2023-11-19,2024-01-01,80.22
537,2023-11-19,2023-12-01,76.55
538,2023-11-19,2023-11-01,76.55
539,2023-11-18,2023-11-01,76.55
540,2023-11-18,2024-02-01,80.22
541,2023-11-18,2024-01-01,80.22
542,2023-11-18,2023-12-01,76.55
543,2023-11-17,2023-12-01,76.55
544,2023-11-17,2023-11-01,76.55
545,2023-11-17,2024-02-01,80.22
546,2023-11-17,2024-01-01,80.22
547,2023-11-16,2024-01-01,80.71
548,2023-11-16,2023-12-01,77.01
549,2023-11-16,2023-11-01,77.01
550,2023-11-16,2024-02-01,80.71
551,2023-11-15,2024-02-01,83.53
552,2023-11-15,2024-01-01,83.53
553,2023-11-15,2023-12-01,79.74
554,2023-11-15,2023-11-01,79.74
555,2023-11-14,2024-02-01,82.36
556,2023-11-14,2024-01-01,82.36
557,2023-11-14,2023-12-01,78.63
558,2023-11-14,2023-11-01,78.63
559,2023-11-13,2023-11-01,77.48
560,2023-11-13,2024-02-01,81.14
561,2023-11-13,2024-01-01,81.14
562,2023-11-13,2023-12-01,77.48
563,2023-11-12,2023-12-01,78.7
564,2023-11-12,2023-11-01,78.7
565,2023-11-12,2024-02-01,82.46
566,2023-11-12,2024-01-01,82.46
567,2023-11-11,2024-01-01,82.46
568,2023-11-11,2023-12-01,78.7
569,2023-11-11,2023-11-01,78.7
570,2023-11-11,2024-02-01,82.46
571,2023-11-10,2024-02-01,82.46
572,2023-11-10,2024-01-01,82.46
573,2023-11-10,2023-12-01,78.7
574,2023-11-10,2023-11-01,78.7
575,2023-11-09,2024-02-01,81.13
576,2023-11-09,2024-01-01,81.13
577,2023-11-09,2023-12-01,77.38
578,2023-11-09,2023-11-01,77.38
579,2023-11-08,2023-12-01,75.7
580,2023-11-08,2023-11-01,75.7
581,2023-11-08,2024-01-01,79.43
582,2023-11-08,2024-02-01,79.43
583,2023-11-07,2023-12-01,75.25
584,2023-11-07,2023-11-01,75.25
585,2023-11-07,2024-02-01,78.98
586,2023-11-07,2024-01-01,78.98
587,2023-11-06,2023-12-01,75.84
588,2023-11-06,2023-11-01,75.84
589,2023-11-06,2024-02-01,79.61
590,2023-11-06,2024-01-01,79.61
591,2023-11-05,2023-12-01,77.64
592,2023-11-05,2023-11-01,77.64
593,2023-11-05,2024-02-01,81.52
594,2023-11-05,2024-01-01,81.52
595,2023-11-04,2023-11-01,77.64
596,2023-11-04,2023-10-01,77.64
597,2023-11-04,2024-02-01,81.52
598,2023-11-04,2024-01-01,81.52
599,2023-11-04,2023-12-01,77.64
600,2023-11-03,2024-02-01,81.52
601,2023-11-03,2023-12-01,77.64
602,2023-11-03,2023-11-01,77.64
603,2023-11-03,2023-10-01,77.64
604,2023-11-03,2024-01-01,81.52
605,2023-11-02,2024-01-01,82.51
606,2023-11-02,2023-11-01,78.61
607,2023-11-02,2023-10-01,78.61
608,2023-11-02,2023-12-01,78.61
609,2023-11-02,2024-02-01,82.51
610,2023-11-01,2023-12-01,78.54
611,2023-11-01,2023-10-01,78.54
612,2023-11-01,2023-11-01,78.54
613,2023-11-01,2024-02-01,82.47
614,2023-11-01,2024-01-01,82.47
615,2023-10-31,2023-11-01,79.05
616,2023-10-31,2023-10-01,79.05
617,2023-10-31,2024-02-01,82.98
618,2023-10-31,2024-01-01,82.98
619,2023-10-31,2023-12-01,79.05
620,2023-10-30,2024-02-01,82.68
621,2023-10-30,2023-12-01,78.72
622,2023-10-30,2023-11-01,78.72
623,2023-10-30,2023-10-01,78.72
624,2023-10-30,2024-01-01,82.68
625,2023-10-29,2024-01-01,83.31
626,2023-10-29,2023-11-01,79.35
627,2023-10-29,2023-10-01,79.35
628,2023-10-29,2023-12-01,79.35
629,2023-10-29,2024-02-01,83.31
630,2023-10-28,2023-12-01,79.35
631,2023-10-28,2023-10-01,79.35
632,2023-10-28,2023-11-01,79.35
633,2023-10-28,2024-02-01,83.31
634,2023-10-28,2024-01-01,83.31
635,2023-10-27,2023-11-01,79.35
636,2023-10-27,2023-10-01,79.35
637,2023-10-27,2024-02-01,83.31
638,2023-10-27,2024-01-01,83.31
639,2023-10-27,2023-12-01,79.35
640,2023-10-26,2024-02-01,83.62
641,2023-10-26,2023-12-01,79.65
642,2023-10-26,2023-11-01,79.65
643,2023-10-26,2023-10-01,79.65
644,2023-10-26,2024-01-01,83.62
645,2023-10-25,2024-01-01,83.86
646,2023-10-25,2023-11-01,79.92
647,2023-10-25,2023-10-01,79.92
648,2023-10-25,2023-12-01,79.92
649,2023-10-25,2024-02-01,83.86
650,2023-10-24,2024-01-01,84.56
651,2023-10-24,2023-11-01,80.58
652,2023-10-24,2023-10-01,80.58
653,2023-10-24,2023-12-01,80.58
654,2023-10-23,2024-01-01,84.48
655,2023-10-23,2023-12-01,80.5
656,2023-10-23,2023-11-01,80.5
657,2023-10-23,2023-10-01,80.5
658,2023-10-22,2023-10-01,81.41
659,2023-10-22,2024-01-01,85.44
660,2023-10-22,2023-12-01,81.41
661,2023-10-22,2023-11-01,81.41
662,2023-10-21,2023-11-01,81.41
663,2023-10-21,2023-10-01,81.41
664,2023-10-21,2024-01-01,85.44
665,2023-10-21,2023-12-01,81.41
666,2023-10-20,2023-12-01,81.41
667,2023-10-20,2023-10-01,81.41
668,2023-10-20,2023-11-01,81.41
669,2023-10-20,2024-01-01,85.44
670,2023-10-19,2024-01-01,85.83
671,2023-10-19,2023-11-01,81.76
672,2023-10-19,2023-10-01,81.76
673,2023-10-19,2023-12-01,81.76
674,2023-10-18,2023-10-01,81.86
675,2023-10-18,2023-12-01,81.86
676,2023-10-18,2024-01-01,85.94
677,2023-10-18,2023-11-01,81.86
678,2023-10-17,2024-01-01,86.63
679,2023-10-17,2023-10-01,82.55
680,2023-10-17,2023-12-01,82.55
681,2023-10-17,2023-11-01,82.55
682,2023-10-16,2023-12-01,83.35
683,2023-10-16,2024-01-01,87.43
684,2023-10-16,2023-11-01,83.35
685,2023-10-16,2023-10-01,83.35
686,2023-10-15,2023-11-01,85.95
687,2023-10-15,2023-12-01,85.95
688,2023-10-15,2024-01-01,90.1
689,2023-10-15,2023-10-01,85.95
690,2023-10-14,2023-11-01,85.95
691,2023-10-14,2023-10-01,85.95
692,2023-10-14,2024-01-01,90.1
693,2023-10-14,2023-12-01,85.95
694,2023-10-13,2024-01-01,90.1
695,2023-10-13,2023-10-01,85.95
696,2023-10-13,2023-12-01,85.95
697,2023-10-13,2023-11-01,85.95
